,,,,,,,,,,
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Oreo,Margarina,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,22,Brownie Gourmet Oreo,Creme de Leite,3.59,12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Ninho + Nutella,Leite Condensado Un.,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,22,Brownie Gourmet Ninho + Nutella,Creme de Leite,3.59,12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Ninho + Nutella,Leite em Pó,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Ninho + Nutella,Nutella,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Ninho + Nutella,Margarina,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Doce de Leite,Leite Condensado Un.,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Doce de Leite,Doce de Leite,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Doce de Leite,Margarina,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Brownie Gourmet Doce de Leite,Amendoim,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,22,Base do Sorvete,Creme de Leite,3.59,40,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Base do Sorvete,Leite Integral,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",40,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,11,Base do Sorvete,Açúcar,5,40,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Base do Sorvete,Emustab,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",40,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Base do Sorvete,Liga Neutra,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",40,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Banana,Banana,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",5,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Morango,Morango,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",12,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Maracujá,Maracujá,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",10,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Nutella,Nutella,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",40,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Ovo Maltine,Ovomaltine,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",30,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Paçoca,Paçoca,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",25,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Oreo,Oreo,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",13,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Sorvete Ninho,Leite em Pó,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",35,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",Leite Condensado,Leite Condensado Un.,"=IF(Tabela14[[#This Row],[ID]] <> """", INDEX(insumos[preço], MATCH(Tabela14[[#This Row],[ID]], insumos[ID], 0)), """")",19,#N/A,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,Total,,,20.77,,,,,0,0
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
,"=IFERROR(INDEX(insumos[ID], MATCH(Tabela14[[#This Row],[Item]], insumos[item], 0)), """")",,,,,,"=IFERROR(ROUNDUP(Tabela14[[#This Row],[Pedido Mínimo]], Tabela14[[#This Row],[Arredondar]]), """")",,"=IFERROR(Tabela14[[#This Row],[Pedido Mínimo]] * Tabela14[[#This Row],[Preço]], """")","=IFERROR(Tabela14[[#This Row],[Pedido]] * Tabela14[[#This Row],[Preço]], """")"
